Recipe_ID,Recipe_Name,Meal_Type,Cuisine,Diet,Ingredients,Preparation,Prep_Time_Min
R01313,Indian Rajma Capsicum/Bell Pepper Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Rajma | Capsicum/Bell Pepper,Prepare the matched ingredients together and serve as a balanced meal.,30
R01314,Indian Rajma Tomato/Tamatar Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Rajma | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01315,Indian Rajma Onion/Pyaz Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Rajma | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R01316,Indian Rajma Cucumber/Kheera Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Rajma | Cucumber/Kheera,Prepare the matched ingredients together and serve as a balanced meal.,30
R01317,Indian Rajma Broccoli Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Rajma | Broccoli,Prepare the matched ingredients together and serve as a balanced meal.,30
R01318,Indian Rajma Mushroom Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Rajma | Mushroom,Prepare the matched ingredients together and serve as a balanced meal.,30
R01319,Indian Rajma Corn Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Rajma | Corn,Prepare the matched ingredients together and serve as a balanced meal.,30
R01320,Indian Rajma Methi Leaves Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Rajma | Methi Leaves,Prepare the matched ingredients together and serve as a balanced meal.,30
R01321,Indian Chickpeas/Kabuli Chana Potato/Aloo Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Chickpeas/Kabuli Chana | Potato/Aloo,Prepare the matched ingredients together and serve as a balanced meal.,30
R01322,Indian Chickpeas/Kabuli Chana Carrot/Gajar Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Chickpeas/Kabuli Chana | Carrot/Gajar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01323,Indian Chickpeas/Kabuli Chana Green Peas Fresh Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Chickpeas/Kabuli Chana | Green Peas Fresh,Prepare the matched ingredients together and serve as a balanced meal.,30
R01324,Indian Chickpeas/Kabuli Chana Spinach/Palak Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Chickpeas/Kabuli Chana | Spinach/Palak,Prepare the matched ingredients together and serve as a balanced meal.,30
R01325,Indian Chickpeas/Kabuli Chana Cauliflower/Gobhi Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Chickpeas/Kabuli Chana | Cauliflower/Gobhi,Prepare the matched ingredients together and serve as a balanced meal.,30
R01326,Indian Chickpeas/Kabuli Chana Okra/Bhindi Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Chickpeas/Kabuli Chana | Okra/Bhindi,Prepare the matched ingredients together and serve as a balanced meal.,30
R01327,Indian Chickpeas/Kabuli Chana Brinjal/Baingan Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Chickpeas/Kabuli Chana | Brinjal/Baingan,Prepare the matched ingredients together and serve as a balanced meal.,30
R01328,Indian Chickpeas/Kabuli Chana Capsicum/Bell Pepper Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Chickpeas/Kabuli Chana | Capsicum/Bell Pepper,Prepare the matched ingredients together and serve as a balanced meal.,30
R01329,Indian Chickpeas/Kabuli Chana Tomato/Tamatar Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Chickpeas/Kabuli Chana | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01330,Indian Chickpeas/Kabuli Chana Onion/Pyaz Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Chickpeas/Kabuli Chana | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R01331,Indian Chickpeas/Kabuli Chana Cucumber/Kheera Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Chickpeas/Kabuli Chana | Cucumber/Kheera,Prepare the matched ingredients together and serve as a balanced meal.,30
R01332,Indian Chickpeas/Kabuli Chana Broccoli Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Chickpeas/Kabuli Chana | Broccoli,Prepare the matched ingredients together and serve as a balanced meal.,30
R01333,Indian Chickpeas/Kabuli Chana Mushroom Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Chickpeas/Kabuli Chana | Mushroom,Prepare the matched ingredients together and serve as a balanced meal.,30
R01334,Indian Chickpeas/Kabuli Chana Corn Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Chickpeas/Kabuli Chana | Corn,Prepare the matched ingredients together and serve as a balanced meal.,30
R01335,Indian Chickpeas/Kabuli Chana Methi Leaves Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Chickpeas/Kabuli Chana | Methi Leaves,Prepare the matched ingredients together and serve as a balanced meal.,30
R01336,Indian Lobia Potato/Aloo Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Lobia | Potato/Aloo,Prepare the matched ingredients together and serve as a balanced meal.,30
R01337,Indian Lobia Carrot/Gajar Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Lobia | Carrot/Gajar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01338,Indian Lobia Green Peas Fresh Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Lobia | Green Peas Fresh,Prepare the matched ingredients together and serve as a balanced meal.,30
R01339,Indian Lobia Spinach/Palak Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Lobia | Spinach/Palak,Prepare the matched ingredients together and serve as a balanced meal.,30
R01340,Indian Lobia Cauliflower/Gobhi Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Lobia | Cauliflower/Gobhi,Prepare the matched ingredients together and serve as a balanced meal.,30
R01341,Indian Lobia Okra/Bhindi Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Lobia | Okra/Bhindi,Prepare the matched ingredients together and serve as a balanced meal.,30
R01342,Indian Lobia Brinjal/Baingan Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Lobia | Brinjal/Baingan,Prepare the matched ingredients together and serve as a balanced meal.,30
R01343,Indian Lobia Capsicum/Bell Pepper Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Lobia | Capsicum/Bell Pepper,Prepare the matched ingredients together and serve as a balanced meal.,30
R01344,Indian Lobia Tomato/Tamatar Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Lobia | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01345,Indian Lobia Onion/Pyaz Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Lobia | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R01346,Indian Lobia Cucumber/Kheera Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Lobia | Cucumber/Kheera,Prepare the matched ingredients together and serve as a balanced meal.,30
R01347,Indian Lobia Broccoli Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Lobia | Broccoli,Prepare the matched ingredients together and serve as a balanced meal.,30
R01348,Indian Lobia Mushroom Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Lobia | Mushroom,Prepare the matched ingredients together and serve as a balanced meal.,30
R01349,Indian Lobia Corn Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Lobia | Corn,Prepare the matched ingredients together and serve as a balanced meal.,30
R01350,Indian Lobia Methi Leaves Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Lobia | Methi Leaves,Prepare the matched ingredients together and serve as a balanced meal.,30
R01351,Indian Paneer Potato/Aloo Dinner Bowl,Dinner,Indian,Vegetarian,Brown Rice | Paneer | Potato/Aloo,Prepare the matched ingredients together and serve as a balanced meal.,30
R01352,Indian Paneer Carrot/Gajar Dinner Bowl,Dinner,Indian,Vegetarian,Brown Rice | Paneer | Carrot/Gajar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01353,Indian Paneer Green Peas Fresh Dinner Bowl,Dinner,Indian,Vegetarian,Brown Rice | Paneer | Green Peas Fresh,Prepare the matched ingredients together and serve as a balanced meal.,30
R01354,Indian Paneer Spinach/Palak Dinner Bowl,Dinner,Indian,Vegetarian,Brown Rice | Paneer | Spinach/Palak,Prepare the matched ingredients together and serve as a balanced meal.,30
R01355,Indian Paneer Cauliflower/Gobhi Dinner Bowl,Dinner,Indian,Vegetarian,Brown Rice | Paneer | Cauliflower/Gobhi,Prepare the matched ingredients together and serve as a balanced meal.,30
R01356,Indian Paneer Okra/Bhindi Dinner Bowl,Dinner,Indian,Vegetarian,Brown Rice | Paneer | Okra/Bhindi,Prepare the matched ingredients together and serve as a balanced meal.,30
R01357,Indian Paneer Brinjal/Baingan Dinner Bowl,Dinner,Indian,Vegetarian,Brown Rice | Paneer | Brinjal/Baingan,Prepare the matched ingredients together and serve as a balanced meal.,30
R01358,Indian Paneer Capsicum/Bell Pepper Dinner Bowl,Dinner,Indian,Vegetarian,Brown Rice | Paneer | Capsicum/Bell Pepper,Prepare the matched ingredients together and serve as a balanced meal.,30
R01359,Indian Paneer Tomato/Tamatar Dinner Bowl,Dinner,Indian,Vegetarian,Brown Rice | Paneer | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01360,Indian Paneer Onion/Pyaz Dinner Bowl,Dinner,Indian,Vegetarian,Brown Rice | Paneer | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R01361,Indian Paneer Cucumber/Kheera Dinner Bowl,Dinner,Indian,Vegetarian,Brown Rice | Paneer | Cucumber/Kheera,Prepare the matched ingredients together and serve as a balanced meal.,30
R01362,Indian Paneer Broccoli Dinner Bowl,Dinner,Indian,Vegetarian,Brown Rice | Paneer | Broccoli,Prepare the matched ingredients together and serve as a balanced meal.,30
R01363,Indian Paneer Mushroom Dinner Bowl,Dinner,Indian,Vegetarian,Brown Rice | Paneer | Mushroom,Prepare the matched ingredients together and serve as a balanced meal.,30
R01364,Indian Paneer Corn Dinner Bowl,Dinner,Indian,Vegetarian,Brown Rice | Paneer | Corn,Prepare the matched ingredients together and serve as a balanced meal.,30
R01365,Indian Paneer Methi Leaves Dinner Bowl,Dinner,Indian,Vegetarian,Brown Rice | Paneer | Methi Leaves,Prepare the matched ingredients together and serve as a balanced meal.,30
R01366,Indian Tofu Potato/Aloo Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Tofu | Potato/Aloo,Prepare the matched ingredients together and serve as a balanced meal.,30
R01367,Indian Tofu Carrot/Gajar Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Tofu | Carrot/Gajar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01368,Indian Tofu Green Peas Fresh Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Tofu | Green Peas Fresh,Prepare the matched ingredients together and serve as a balanced meal.,30
R01369,Indian Tofu Spinach/Palak Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Tofu | Spinach/Palak,Prepare the matched ingredients together and serve as a balanced meal.,30
R01370,Indian Tofu Cauliflower/Gobhi Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Tofu | Cauliflower/Gobhi,Prepare the matched ingredients together and serve as a balanced meal.,30
R01371,Indian Tofu Okra/Bhindi Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Tofu | Okra/Bhindi,Prepare the matched ingredients together and serve as a balanced meal.,30
R01372,Indian Tofu Brinjal/Baingan Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Tofu | Brinjal/Baingan,Prepare the matched ingredients together and serve as a balanced meal.,30
R01373,Indian Tofu Capsicum/Bell Pepper Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Tofu | Capsicum/Bell Pepper,Prepare the matched ingredients together and serve as a balanced meal.,30
R01374,Indian Tofu Tomato/Tamatar Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Tofu | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01375,Indian Tofu Onion/Pyaz Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Tofu | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R01376,Indian Tofu Cucumber/Kheera Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Tofu | Cucumber/Kheera,Prepare the matched ingredients together and serve as a balanced meal.,30
R01377,Indian Tofu Broccoli Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Tofu | Broccoli,Prepare the matched ingredients together and serve as a balanced meal.,30
R01378,Indian Tofu Mushroom Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Tofu | Mushroom,Prepare the matched ingredients together and serve as a balanced meal.,30
R01379,Indian Tofu Corn Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Tofu | Corn,Prepare the matched ingredients together and serve as a balanced meal.,30
R01380,Indian Tofu Methi Leaves Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Tofu | Methi Leaves,Prepare the matched ingredients together and serve as a balanced meal.,30
R01381,Indian Soya Chunks Potato/Aloo Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Soya Chunks | Potato/Aloo,Prepare the matched ingredients together and serve as a balanced meal.,30
R01382,Indian Soya Chunks Carrot/Gajar Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Soya Chunks | Carrot/Gajar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01383,Indian Soya Chunks Green Peas Fresh Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Soya Chunks | Green Peas Fresh,Prepare the matched ingredients together and serve as a balanced meal.,30
R01384,Indian Soya Chunks Spinach/Palak Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Soya Chunks | Spinach/Palak,Prepare the matched ingredients together and serve as a balanced meal.,30
R01385,Indian Soya Chunks Cauliflower/Gobhi Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Soya Chunks | Cauliflower/Gobhi,Prepare the matched ingredients together and serve as a balanced meal.,30
R01386,Indian Soya Chunks Okra/Bhindi Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Soya Chunks | Okra/Bhindi,Prepare the matched ingredients together and serve as a balanced meal.,30
R01387,Indian Soya Chunks Brinjal/Baingan Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Soya Chunks | Brinjal/Baingan,Prepare the matched ingredients together and serve as a balanced meal.,30
R01388,Indian Soya Chunks Capsicum/Bell Pepper Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Soya Chunks | Capsicum/Bell Pepper,Prepare the matched ingredients together and serve as a balanced meal.,30
R01389,Indian Soya Chunks Tomato/Tamatar Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Soya Chunks | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01390,Indian Soya Chunks Onion/Pyaz Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Soya Chunks | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R01391,Indian Soya Chunks Cucumber/Kheera Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Soya Chunks | Cucumber/Kheera,Prepare the matched ingredients together and serve as a balanced meal.,30
R01392,Indian Soya Chunks Broccoli Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Soya Chunks | Broccoli,Prepare the matched ingredients together and serve as a balanced meal.,30
R01393,Indian Soya Chunks Mushroom Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Soya Chunks | Mushroom,Prepare the matched ingredients together and serve as a balanced meal.,30
R01394,Indian Soya Chunks Corn Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Soya Chunks | Corn,Prepare the matched ingredients together and serve as a balanced meal.,30
R01395,Indian Soya Chunks Methi Leaves Dinner Bowl,Dinner,Indian,Vegan,Brown Rice | Soya Chunks | Methi Leaves,Prepare the matched ingredients together and serve as a balanced meal.,30
R01396,Indian Eggs Potato/Aloo Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Eggs | Potato/Aloo,Prepare the matched ingredients together and serve as a balanced meal.,30
R01397,Indian Eggs Carrot/Gajar Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Eggs | Carrot/Gajar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01398,Indian Eggs Green Peas Fresh Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Eggs | Green Peas Fresh,Prepare the matched ingredients together and serve as a balanced meal.,30
R01399,Indian Eggs Spinach/Palak Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Eggs | Spinach/Palak,Prepare the matched ingredients together and serve as a balanced meal.,30
R01400,Indian Eggs Cauliflower/Gobhi Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Eggs | Cauliflower/Gobhi,Prepare the matched ingredients together and serve as a balanced meal.,30
R01401,Indian Eggs Okra/Bhindi Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Eggs | Okra/Bhindi,Prepare the matched ingredients together and serve as a balanced meal.,30
R01402,Indian Eggs Brinjal/Baingan Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Eggs | Brinjal/Baingan,Prepare the matched ingredients together and serve as a balanced meal.,30
R01403,Indian Eggs Capsicum/Bell Pepper Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Eggs | Capsicum/Bell Pepper,Prepare the matched ingredients together and serve as a balanced meal.,30
R01404,Indian Eggs Tomato/Tamatar Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Eggs | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01405,Indian Eggs Onion/Pyaz Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Eggs | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R01406,Indian Eggs Cucumber/Kheera Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Eggs | Cucumber/Kheera,Prepare the matched ingredients together and serve as a balanced meal.,30
R01407,Indian Eggs Broccoli Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Eggs | Broccoli,Prepare the matched ingredients together and serve as a balanced meal.,30
R01408,Indian Eggs Mushroom Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Eggs | Mushroom,Prepare the matched ingredients together and serve as a balanced meal.,30
R01409,Indian Eggs Corn Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Eggs | Corn,Prepare the matched ingredients together and serve as a balanced meal.,30
R01410,Indian Eggs Methi Leaves Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Eggs | Methi Leaves,Prepare the matched ingredients together and serve as a balanced meal.,30
R01411,Indian Chicken Breast Potato/Aloo Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Chicken Breast | Potato/Aloo,Prepare the matched ingredients together and serve as a balanced meal.,30
R01412,Indian Chicken Breast Carrot/Gajar Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Chicken Breast | Carrot/Gajar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01413,Indian Chicken Breast Green Peas Fresh Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Chicken Breast | Green Peas Fresh,Prepare the matched ingredients together and serve as a balanced meal.,30
R01414,Indian Chicken Breast Spinach/Palak Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Chicken Breast | Spinach/Palak,Prepare the matched ingredients together and serve as a balanced meal.,30
R01415,Indian Chicken Breast Cauliflower/Gobhi Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Chicken Breast | Cauliflower/Gobhi,Prepare the matched ingredients together and serve as a balanced meal.,30
R01416,Indian Chicken Breast Okra/Bhindi Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Chicken Breast | Okra/Bhindi,Prepare the matched ingredients together and serve as a balanced meal.,30
R01417,Indian Chicken Breast Brinjal/Baingan Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Chicken Breast | Brinjal/Baingan,Prepare the matched ingredients together and serve as a balanced meal.,30
R01418,Indian Chicken Breast Capsicum/Bell Pepper Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Chicken Breast | Capsicum/Bell Pepper,Prepare the matched ingredients together and serve as a balanced meal.,30
R01419,Indian Chicken Breast Tomato/Tamatar Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Chicken Breast | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01420,Indian Chicken Breast Onion/Pyaz Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Chicken Breast | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R01421,Indian Chicken Breast Cucumber/Kheera Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Chicken Breast | Cucumber/Kheera,Prepare the matched ingredients together and serve as a balanced meal.,30
R01422,Indian Chicken Breast Broccoli Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Chicken Breast | Broccoli,Prepare the matched ingredients together and serve as a balanced meal.,30
R01423,Indian Chicken Breast Mushroom Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Chicken Breast | Mushroom,Prepare the matched ingredients together and serve as a balanced meal.,30
R01424,Indian Chicken Breast Corn Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Chicken Breast | Corn,Prepare the matched ingredients together and serve as a balanced meal.,30
R01425,Indian Chicken Breast Methi Leaves Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Chicken Breast | Methi Leaves,Prepare the matched ingredients together and serve as a balanced meal.,30
R01426,Indian Rohu Fish Potato/Aloo Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Rohu Fish | Potato/Aloo,Prepare the matched ingredients together and serve as a balanced meal.,30
R01427,Indian Rohu Fish Carrot/Gajar Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Rohu Fish | Carrot/Gajar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01428,Indian Rohu Fish Green Peas Fresh Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Rohu Fish | Green Peas Fresh,Prepare the matched ingredients together and serve as a balanced meal.,30
R01429,Indian Rohu Fish Spinach/Palak Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Rohu Fish | Spinach/Palak,Prepare the matched ingredients together and serve as a balanced meal.,30
R01430,Indian Rohu Fish Cauliflower/Gobhi Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Rohu Fish | Cauliflower/Gobhi,Prepare the matched ingredients together and serve as a balanced meal.,30
R01431,Indian Rohu Fish Okra/Bhindi Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Rohu Fish | Okra/Bhindi,Prepare the matched ingredients together and serve as a balanced meal.,30
R01432,Indian Rohu Fish Brinjal/Baingan Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Rohu Fish | Brinjal/Baingan,Prepare the matched ingredients together and serve as a balanced meal.,30
R01433,Indian Rohu Fish Capsicum/Bell Pepper Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Rohu Fish | Capsicum/Bell Pepper,Prepare the matched ingredients together and serve as a balanced meal.,30
R01434,Indian Rohu Fish Tomato/Tamatar Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Rohu Fish | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01435,Indian Rohu Fish Onion/Pyaz Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Rohu Fish | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R01436,Indian Rohu Fish Cucumber/Kheera Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Rohu Fish | Cucumber/Kheera,Prepare the matched ingredients together and serve as a balanced meal.,30
R01437,Indian Rohu Fish Broccoli Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Rohu Fish | Broccoli,Prepare the matched ingredients together and serve as a balanced meal.,30
R01438,Indian Rohu Fish Mushroom Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Rohu Fish | Mushroom,Prepare the matched ingredients together and serve as a balanced meal.,30
R01439,Indian Rohu Fish Corn Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Rohu Fish | Corn,Prepare the matched ingredients together and serve as a balanced meal.,30
R01440,Indian Rohu Fish Methi Leaves Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Rohu Fish | Methi Leaves,Prepare the matched ingredients together and serve as a balanced meal.,30
R01441,Indian Prawns Potato/Aloo Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Prawns | Potato/Aloo,Prepare the matched ingredients together and serve as a balanced meal.,30
R01442,Indian Prawns Carrot/Gajar Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Prawns | Carrot/Gajar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01443,Indian Prawns Green Peas Fresh Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Prawns | Green Peas Fresh,Prepare the matched ingredients together and serve as a balanced meal.,30
R01444,Indian Prawns Spinach/Palak Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Prawns | Spinach/Palak,Prepare the matched ingredients together and serve as a balanced meal.,30
R01445,Indian Prawns Cauliflower/Gobhi Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Prawns | Cauliflower/Gobhi,Prepare the matched ingredients together and serve as a balanced meal.,30
R01446,Indian Prawns Okra/Bhindi Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Prawns | Okra/Bhindi,Prepare the matched ingredients together and serve as a balanced meal.,30
R01447,Indian Prawns Brinjal/Baingan Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Prawns | Brinjal/Baingan,Prepare the matched ingredients together and serve as a balanced meal.,30
R01448,Indian Prawns Capsicum/Bell Pepper Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Prawns | Capsicum/Bell Pepper,Prepare the matched ingredients together and serve as a balanced meal.,30
R01449,Indian Prawns Tomato/Tamatar Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Prawns | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01450,Indian Prawns Onion/Pyaz Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Prawns | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R01451,Indian Prawns Cucumber/Kheera Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Prawns | Cucumber/Kheera,Prepare the matched ingredients together and serve as a balanced meal.,30
R01452,Indian Prawns Broccoli Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Prawns | Broccoli,Prepare the matched ingredients together and serve as a balanced meal.,30
R01453,Indian Prawns Mushroom Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Prawns | Mushroom,Prepare the matched ingredients together and serve as a balanced meal.,30
R01454,Indian Prawns Corn Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Prawns | Corn,Prepare the matched ingredients together and serve as a balanced meal.,30
R01455,Indian Prawns Methi Leaves Dinner Bowl,Dinner,Indian,Non-Vegetarian,Brown Rice | Prawns | Methi Leaves,Prepare the matched ingredients together and serve as a balanced meal.,30
R01456,Indian Toor Dal Potato/Aloo Dinner Rice,Dinner,Indian,Vegan,Rice | Toor Dal | Potato/Aloo,Prepare the matched ingredients together and serve as a balanced meal.,30
